OMNeT++ Discrete Event Simulation  (C) 1992-2019 Andras Varga, OpenSim Ltd.
Version: 5.6.2, build: 200518-aa79d0918f, edition: Academic Public License -- NOT FOR COMMERCIAL USE
See the license for distribution terms and warranty disclaimer

Setting up Qtenv...

Loading NED files from ..:  6
Loading NED files from ../../src:  11
Loading NED files from ../../../inet/src:  831
Loading NED files from ../../../inet/examples:  174
Loading NED files from ../../../inet/tutorials:  10
Loading NED files from ../../../inet/showcases:  46
Loading NED files from ../../../../veins/examples/veins:  1
Loading NED files from ../../../../veins/src/veins:  44

Loading images from '/home/mathesh/omnetpp-workspace/inet/images': *: 0  3d/*: 0  background/*: 1  misc/*: 218  showcases/*: 9 
Loading images from '/home/mathesh/veins/images': *: 0  veins/*: 0  veins/node/*: 45  veins/sign/*: 5 
Loading images from '/home/mathesh/omnetpp-5.6.2/images': *: 0  abstract/*: 90  background/*: 4  block/*: 320  device/*: 195  logo/*: 1  maps/*: 9  misc/*: 70  msg/*: 55  old/*: 111  status/*: 28 

5.010364926185 Vehicle 2 RECEIVED ACK from 3 | acked {0,2,3} | pending ACK {1}
5.013302091515 Vehicle 3 SENDING HELLO #48 | acked {1,2,3} | pending ACK {0}
5.013399162964 Vehicle 1 RECEIVED HELLO from 3
5.013399162964 Vehicle 1 SENDING ACK to 3
5.013399162975 Vehicle 2 RECEIVED HELLO from 3
5.013399162975 Vehicle 2 SENDING ACK to 3
5.086027565336 Vehicle 1 SENDING HELLO #49 | acked {1} | pending ACK {0,2,3}
5.086124636785 Vehicle 3 RECEIVED HELLO from 1
5.086124636785 Vehicle 3 SENDING ACK to 1
5.086124636828 Vehicle 0 RECEIVED HELLO from 1
5.086124636828 Vehicle 0 SENDING ACK to 1
5.098499298329 Vehicle 0 SENDING HELLO #49 | acked {0,1,2} | pending ACK {3}
5.098596369821 Vehicle 1 RECEIVED HELLO from 0
5.098596369821 Vehicle 1 SENDING ACK to 0
5.098596369831 Vehicle 2 RECEIVED HELLO from 0
5.098596369831 Vehicle 2 SENDING ACK to 0
5.098803441313 Vehicle 0 RECEIVED ACK from 1 | acked {0,1,2} | pending ACK {3}
5.098946441333 Vehicle 0 RECEIVED ACK from 2 | acked {0,1,2} | pending ACK {3}
5.112652679308 Vehicle 2 SENDING HELLO #49 | acked {0,2,3} | pending ACK {1}
5.11274974419 Vehicle 3 RECEIVED HELLO from 2
5.11274974419 Vehicle 3 SENDING ACK to 2
5.112749744219 Vehicle 0 RECEIVED HELLO from 2
5.112749744219 Vehicle 0 SENDING ACK to 2
5.118253786245 Vehicle 3 SENDING HELLO #49 | acked {1,2,3} | pending ACK {0}
5.11835085112 Vehicle 1 RECEIVED HELLO from 3
5.11835085112 Vehicle 1 SENDING ACK to 3
5.118350851127 Vehicle 2 RECEIVED HELLO from 3
5.118350851127 Vehicle 2 SENDING ACK to 3
5.189342956354 Vehicle 1 SENDING HELLO #50 | acked {1} | pending ACK {0,2,3}
5.189440021229 Vehicle 3 RECEIVED HELLO from 1
5.189440021229 Vehicle 3 SENDING ACK to 1
5.189440021259 Vehicle 0 RECEIVED HELLO from 1
5.189440021259 Vehicle 0 SENDING ACK to 1
5.198602553353 Vehicle 0 SENDING HELLO #50 | acked {0,1,2} | pending ACK {3}
5.198699618258 Vehicle 1 RECEIVED HELLO from 0
5.198699618258 Vehicle 1 SENDING ACK to 0
5.198699618264 Vehicle 2 RECEIVED HELLO from 0
5.198699618264 Vehicle 2 SENDING ACK to 0
5.214252765032 Vehicle 2 SENDING HELLO #50 | acked {0,2,3} | pending ACK {1}
5.214349823313 Vehicle 3 RECEIVED HELLO from 2
5.214349823313 Vehicle 3 SENDING ACK to 2
5.214349823372 Vehicle 0 RECEIVED HELLO from 2
5.214349823372 Vehicle 0 SENDING ACK to 2
5.221195371832 Vehicle 3 SENDING HELLO #50 | acked {1,2,3} | pending ACK {0}
5.221292430106 Vehicle 1 RECEIVED HELLO from 3
5.221292430106 Vehicle 1 SENDING ACK to 3
5.221292430113 Vehicle 2 RECEIVED HELLO from 3
5.221292430113 Vehicle 2 SENDING ACK to 3
5.221499488394 Vehicle 3 RECEIVED ACK from 2 | acked {1,2,3} | pending ACK {0}
5.22160348838 Vehicle 3 RECEIVED ACK from 1 | acked {1,2,3} | pending ACK {0}
5.292487865599 Vehicle 1 SENDING HELLO #51 | acked {1} | pending ACK {0,2,3}
5.292584923873 Vehicle 3 RECEIVED HELLO from 1
5.292584923873 Vehicle 3 SENDING ACK to 1
5.292584923933 Vehicle 0 RECEIVED HELLO from 1
5.292584923933 Vehicle 0 SENDING ACK to 1
5.299970263519 Vehicle 0 SENDING HELLO #51 | acked {0,1,2} | pending ACK {3}
5.300067321853 Vehicle 1 RECEIVED HELLO from 0
5.300067321853 Vehicle 1 SENDING ACK to 0
5.300067321859 Vehicle 2 RECEIVED HELLO from 0
5.300067321859 Vehicle 2 SENDING ACK to 0
5.315180944748 Vehicle 2 SENDING HELLO #51 | acked {0,2,3} | pending ACK {1}
5.315277996479 Vehicle 3 RECEIVED HELLO from 2
5.315277996479 Vehicle 3 SENDING ACK to 2
5.31527799652 Vehicle 0 RECEIVED HELLO from 2
5.31527799652 Vehicle 0 SENDING ACK to 2
5.324632813196 Vehicle 3 SENDING HELLO #51 | acked {1,2,3} | pending ACK {0}
5.324729864893 Vehicle 1 RECEIVED HELLO from 3
5.324729864893 Vehicle 1 SENDING ACK to 3
5.324729864927 Vehicle 2 RECEIVED HELLO from 3
5.324729864927 Vehicle 2 SENDING ACK to 3
5.397224718572 Vehicle 1 SENDING HELLO #52 | acked {1} | pending ACK {0,2,3}
5.397321770269 Vehicle 3 RECEIVED HELLO from 1
5.397321770269 Vehicle 3 SENDING ACK to 1
5.397321770311 Vehicle 0 RECEIVED HELLO from 1
5.397321770311 Vehicle 0 SENDING ACK to 1
5.397476821966 Vehicle 1 RECEIVED ACK from 3 | acked {1,3} | pending ACK {0,2}
5.39758082205 Vehicle 1 RECEIVED ACK from 0 | acked {0,1,3} | pending ACK {2}
5.401239971746 Vehicle 0 SENDING HELLO #52 | acked {0,1,2} | pending ACK {3}
5.401337016915 Vehicle 1 RECEIVED HELLO from 0
5.401337016915 Vehicle 1 SENDING ACK to 0
5.401337016947 Vehicle 2 RECEIVED HELLO from 0
5.401337016947 Vehicle 2 SENDING ACK to 0
5.417771948305 Vehicle 2 SENDING HELLO #52 | acked {0,2,3} | pending ACK {1}
5.417868993483 Vehicle 3 RECEIVED HELLO from 2
5.417868993483 Vehicle 3 SENDING ACK to 2
5.417868993506 Vehicle 0 RECEIVED HELLO from 2
5.417868993506 Vehicle 0 SENDING ACK to 2
5.42567016359 Vehicle 3 SENDING HELLO #52 | acked {1,2,3} | pending ACK {0}
5.425767208736 Vehicle 1 RECEIVED HELLO from 3
5.425767208736 Vehicle 1 SENDING ACK to 3
5.425767208768 Vehicle 2 RECEIVED HELLO from 3
5.425767208768 Vehicle 2 SENDING ACK to 3
5.425974253882 Vehicle 3 RECEIVED ACK from 1 | acked {1,2,3} | pending ACK {0}
5.426104253946 Vehicle 3 RECEIVED ACK from 2 | acked {1,2,3} | pending ACK {0}
5.499095568465 Vehicle 1 SENDING HELLO #53 | acked {0,1,3} | pending ACK {2}
5.499192613611 Vehicle 3 RECEIVED HELLO from 1
5.499192613611 Vehicle 3 SENDING ACK to 1
5.499192613634 Vehicle 0 RECEIVED HELLO from 1
5.499192613634 Vehicle 0 SENDING ACK to 1
5.502628115288 Vehicle 0 SENDING HELLO #53 | acked {0,1,2} | pending ACK {3}
5.502725153883 Vehicle 1 RECEIVED HELLO from 0
5.502725153883 Vehicle 1 SENDING ACK to 0
5.502725153932 Vehicle 2 RECEIVED HELLO from 0
5.502725153932 Vehicle 2 SENDING ACK to 0
5.522091226311 Vehicle 2 SENDING HELLO #53 | acked {0,2,3} | pending ACK {1}
5.522188264916 Vehicle 3 RECEIVED HELLO from 2
5.522188264916 Vehicle 3 SENDING ACK to 2
5.522188264955 Vehicle 0 RECEIVED HELLO from 2
5.522188264955 Vehicle 0 SENDING ACK to 2
5.528257059146 Vehicle 3 SENDING HELLO #53 | acked {1,2,3} | pending ACK {0}
5.5283540977 Vehicle 1 RECEIVED HELLO from 3
5.5283540977 Vehicle 1 SENDING ACK to 3
5.528354097751 Vehicle 2 RECEIVED HELLO from 3
5.528354097751 Vehicle 2 SENDING ACK to 3
5.602679866865 Vehicle 1 SENDING HELLO #54 | acked {0,1,3} | pending ACK {2}
5.602776898843 Vehicle 3 RECEIVED HELLO from 1
5.602776898843 Vehicle 3 SENDING ACK to 1
5.602776898879 Vehicle 0 RECEIVED HELLO from 1
5.602776898879 Vehicle 0 SENDING ACK to 1
5.605455221826 Vehicle 0 SENDING HELLO #54 | acked {0,1,2} | pending ACK {3}
5.60555225384 Vehicle 1 RECEIVED HELLO from 0
5.60555225384 Vehicle 1 SENDING ACK to 0
5.605552253893 Vehicle 2 RECEIVED HELLO from 0
5.605552253893 Vehicle 2 SENDING ACK to 0
5.622815465124 Vehicle 2 SENDING HELLO #54 | acked {0,2,3} | pending ACK {1}
5.622912497156 Vehicle 3 RECEIVED HELLO from 2
5.622912497156 Vehicle 3 SENDING ACK to 2
5.622912497191 Vehicle 0 RECEIVED HELLO from 2
5.622912497191 Vehicle 0 SENDING ACK to 2
5.623067529188 Vehicle 2 RECEIVED ACK from 3 | acked {0,2,3} | pending ACK {1}
5.623197529258 Vehicle 2 RECEIVED ACK from 0 | acked {0,2,3} | pending ACK {1}
5.630035122821 Vehicle 3 SENDING HELLO #54 | acked {1,2,3} | pending ACK {0}
5.630132154799 Vehicle 1 RECEIVED HELLO from 3
5.630132154799 Vehicle 1 SENDING ACK to 3
5.630132154853 Vehicle 2 RECEIVED HELLO from 3
5.630132154853 Vehicle 2 SENDING ACK to 3
5.630300186885 Vehicle 3 RECEIVED ACK from 2 | acked {1,2,3} | pending ACK {0}
5.630417186777 Vehicle 3 RECEIVED ACK from 1 | acked {1,2,3} | pending ACK {0}
5.706506493127 Vehicle 1 SENDING HELLO #55 | acked {0,1,3} | pending ACK {2}
5.706603518559 Vehicle 3 RECEIVED HELLO from 1
5.706603518559 Vehicle 3 SENDING ACK to 1
5.706603518569 Vehicle 0 RECEIVED HELLO from 1
5.706603518569 Vehicle 0 SENDING ACK to 1
5.709973820524 Vehicle 0 SENDING HELLO #55 | acked {0,1,2} | pending ACK {3}
5.710070845966 Vehicle 1 RECEIVED HELLO from 0
5.710070845966 Vehicle 1 SENDING ACK to 0
5.710070845991 Vehicle 2 RECEIVED HELLO from 0
5.710070845991 Vehicle 2 SENDING ACK to 0
5.725576427481 Vehicle 2 SENDING HELLO #55 | acked {0,2,3} | pending ACK {1}
5.72567345294 Vehicle 3 RECEIVED HELLO from 2
5.72567345294 Vehicle 3 SENDING ACK to 2
5.725673452948 Vehicle 0 RECEIVED HELLO from 2
5.725673452948 Vehicle 0 SENDING ACK to 2
5.734844804739 Vehicle 3 SENDING HELLO #55 | acked {1,2,3} | pending ACK {0}
5.734941830171 Vehicle 1 RECEIVED HELLO from 3
5.734941830171 Vehicle 1 SENDING ACK to 3
5.734941830198 Vehicle 2 RECEIVED HELLO from 3
5.734941830198 Vehicle 2 SENDING ACK to 3
5.807710637013 Vehicle 1 SENDING HELLO #56 | acked {0,1,3} | pending ACK {2}
5.807807655874 Vehicle 0 RECEIVED HELLO from 1
5.807807655874 Vehicle 0 SENDING ACK to 1
5.807807655876 Vehicle 3 RECEIVED HELLO from 1
5.807807655876 Vehicle 3 SENDING ACK to 1
5.81005596868 Vehicle 0 SENDING HELLO #56 | acked {0,1,2} | pending ACK {3}
5.810152987541 Vehicle 1 RECEIVED HELLO from 0
5.810152987541 Vehicle 1 SENDING ACK to 0
5.810152987561 Vehicle 2 RECEIVED HELLO from 0
5.810152987561 Vehicle 2 SENDING ACK to 0
5.828926010192 Vehicle 2 SENDING HELLO #56 | acked {0,2,3} | pending ACK {1}
5.829023029073 Vehicle 0 RECEIVED HELLO from 2
5.829023029073 Vehicle 0 SENDING ACK to 2
5.829023029077 Vehicle 3 RECEIVED HELLO from 2
5.829023029077 Vehicle 3 SENDING ACK to 2
5.829178047962 Vehicle 2 RECEIVED ACK from 3 | acked {0,2,3} | pending ACK {1}
5.829334047954 Vehicle 2 RECEIVED ACK from 0 | acked {0,2,3} | pending ACK {1}
5.83625345526 Vehicle 3 SENDING HELLO #56 | acked {1,2,3} | pending ACK {0}
5.836350474123 Vehicle 1 RECEIVED HELLO from 3
5.836350474123 Vehicle 1 SENDING ACK to 3
5.836350474145 Vehicle 2 RECEIVED HELLO from 3
5.836350474145 Vehicle 2 SENDING ACK to 3
5.908030413342 Vehicle 1 SENDING HELLO #57 | acked {0,1,3} | pending ACK {2}
5.908127425634 Vehicle 3 RECEIVED HELLO from 1
5.908127425634 Vehicle 3 SENDING ACK to 1
5.908127425641 Vehicle 0 RECEIVED HELLO from 1
5.908127425641 Vehicle 0 SENDING ACK to 1
5.908334437926 Vehicle 1 RECEIVED ACK from 3 | acked {0,1,3} | pending ACK {2}
5.90843843794 Vehicle 1 RECEIVED ACK from 0 | acked {0,1,3} | pending ACK {2}
5.914943444356 Vehicle 0 SENDING HELLO #57 | acked {0,1,2} | pending ACK {3}
5.915040456655 Vehicle 1 RECEIVED HELLO from 0
5.915040456655 Vehicle 1 SENDING ACK to 0
5.915040456671 Vehicle 2 RECEIVED HELLO from 0
5.915040456671 Vehicle 2 SENDING ACK to 0
5.915273468986 Vehicle 0 RECEIVED ACK from 2 | acked {0,1,2} | pending ACK {3}
5.915377468954 Vehicle 0 RECEIVED ACK from 1 | acked {0,1,2} | pending ACK {3}
5.930616804972 Vehicle 2 SENDING HELLO #57 | acked {0,2,3} | pending ACK {1}
5.930713817282 Vehicle 3 RECEIVED HELLO from 2
5.930713817282 Vehicle 3 SENDING ACK to 2
5.930713817287 Vehicle 0 RECEIVED HELLO from 2
5.930713817287 Vehicle 0 SENDING ACK to 2
5.937411963388 Vehicle 3 SENDING HELLO #57 | acked {1,2,3} | pending ACK {0}
5.93750897568 Vehicle 1 RECEIVED HELLO from 3
5.93750897568 Vehicle 1 SENDING ACK to 3
5.937508975698 Vehicle 2 RECEIVED HELLO from 3
5.937508975698 Vehicle 2 SENDING ACK to 3
6.012737301867 Vehicle 1 SENDING HELLO #58 | acked {0,1,3} | pending ACK {2}
6.012834307579 Vehicle 3 RECEIVED HELLO from 1
6.012834307579 Vehicle 3 SENDING ACK to 1
6.012834307609 Vehicle 0 RECEIVED HELLO from 1
6.012834307609 Vehicle 0 SENDING ACK to 1
6.018095684034 Vehicle 0 SENDING HELLO #58 | acked {0,1,2} | pending ACK {3}
6.018192689776 Vehicle 1 RECEIVED HELLO from 0
6.018192689776 Vehicle 1 SENDING ACK to 0
6.018192689776 Vehicle 2 RECEIVED HELLO from 0
6.018192689776 Vehicle 2 SENDING ACK to 0
6.032081906392 Vehicle 2 SENDING HELLO #58 | acked {0,2,3} | pending ACK {1}
6.032178912107 Vehicle 3 RECEIVED HELLO from 2
6.032178912107 Vehicle 3 SENDING ACK to 2
6.032178912134 Vehicle 0 RECEIVED HELLO from 2
6.032178912134 Vehicle 0 SENDING ACK to 2
6.040501346848 Vehicle 3 SENDING HELLO #58 | acked {1,2,3} | pending ACK {0}
6.04059835256 Vehicle 1 RECEIVED HELLO from 3
6.04059835256 Vehicle 1 SENDING ACK to 3
6.040598352563 Vehicle 2 RECEIVED HELLO from 3
6.040598352563 Vehicle 2 SENDING ACK to 3
6.114473469426 Vehicle 1 SENDING HELLO #59 | acked {0,1,3} | pending ACK {2}
6.114570468558 Vehicle 3 RECEIVED HELLO from 1
6.114570468558 Vehicle 3 SENDING ACK to 1
6.114570468596 Vehicle 0 RECEIVED HELLO from 1
6.114570468596 Vehicle 0 SENDING ACK to 1
6.123004830969 Vehicle 0 SENDING HELLO #59 | acked {0,1,2} | pending ACK {3}
6.123101830136 Vehicle 2 RECEIVED HELLO from 0
6.123101830136 Vehicle 2 SENDING ACK to 0
6.123101830139 Vehicle 1 RECEIVED HELLO from 0
6.123101830139 Vehicle 1 SENDING ACK to 0
6.123269829309 Vehicle 0 RECEIVED ACK from 1 | acked {0,1,2} | pending ACK {3}
6.123386829303 Vehicle 0 RECEIVED ACK from 2 | acked {0,1,2} | pending ACK {3}
6.13456886323 Vehicle 2 SENDING HELLO #59 | acked {0,2,3} | pending ACK {1}
6.134665862361 Vehicle 3 RECEIVED HELLO from 2
6.134665862361 Vehicle 3 SENDING ACK to 2
6.134665862397 Vehicle 0 RECEIVED HELLO from 2
6.134665862397 Vehicle 0 SENDING ACK to 2
6.142344269863 Vehicle 3 SENDING HELLO #59 | acked {1,2,3} | pending ACK {0}
6.142441268994 Vehicle 2 RECEIVED HELLO from 3
6.142441268994 Vehicle 2 SENDING ACK to 3
6.142441268995 Vehicle 1 RECEIVED HELLO from 3
6.142441268995 Vehicle 1 SENDING ACK to 3
6.218584058101 Vehicle 1 SENDING HELLO #60 | acked {0,1,3} | pending ACK {2}
6.218681050684 Vehicle 3 RECEIVED HELLO from 1
6.218681050684 Vehicle 3 SENDING ACK to 1
6.218681050697 Vehicle 0 RECEIVED HELLO from 1
6.218681050697 Vehicle 0 SENDING ACK to 1
6.225561425881 Vehicle 0 SENDING HELLO #60 | acked {0,1,2} | pending ACK {3}
6.22565841845 Vehicle 2 RECEIVED HELLO from 0
6.22565841845 Vehicle 2 SENDING ACK to 0
6.225658418477 Vehicle 1 RECEIVED HELLO from 0
6.225658418477 Vehicle 1 SENDING ACK to 0
6.235058085661 Vehicle 2 SENDING HELLO #60 | acked {0,2,3} | pending ACK {1}
6.235155078219 Vehicle 3 RECEIVED HELLO from 2
6.235155078219 Vehicle 3 SENDING ACK to 2
6.23515507823 Vehicle 0 RECEIVED HELLO from 2
6.23515507823 Vehicle 0 SENDING ACK to 2
6.247208867314 Vehicle 3 SENDING HELLO #60 | acked {1,2,3} | pending ACK {0}
6.247305859872 Vehicle 2 RECEIVED HELLO from 3
6.247305859872 Vehicle 2 SENDING ACK to 3
6.247305859897 Vehicle 1 RECEIVED HELLO from 3
6.247305859897 Vehicle 1 SENDING ACK to 3
6.24748685248 Vehicle 3 RECEIVED ACK from 1 | acked {1,2,3} | pending ACK {0}
6.24761685243 Vehicle 3 RECEIVED ACK from 2 | acked {1,2,3} | pending ACK {0}
6.323116835591 Vehicle 1 SENDING HELLO #61 | acked {0,1,3} | pending ACK {2}
6.323213821596 Vehicle 3 RECEIVED HELLO from 1
6.323213821596 Vehicle 3 SENDING ACK to 1
6.323213821631 Vehicle 0 RECEIVED HELLO from 1
6.323213821631 Vehicle 0 SENDING ACK to 1
6.327227151662 Vehicle 0 SENDING HELLO #61 | acked {0,1,2} | pending ACK {3}
6.327324137682 Vehicle 2 RECEIVED HELLO from 0
6.327324137682 Vehicle 2 SENDING ACK to 0
6.327324137702 Vehicle 1 RECEIVED HELLO from 0
6.327324137702 Vehicle 1 SENDING ACK to 0
6.327531123742 Vehicle 0 RECEIVED ACK from 1 | acked {0,1,2} | pending ACK {3}
6.327635123702 Vehicle 0 RECEIVED ACK from 2 | acked {0,1,2} | pending ACK {3}
6.3370942915 Vehicle 2 SENDING HELLO #61 | acked {0,2,3} | pending ACK {1}
6.337191277486 Vehicle 3 RECEIVED HELLO from 2
6.337191277486 Vehicle 3 SENDING ACK to 2
6.33719127752 Vehicle 0 RECEIVED HELLO from 2
6.33719127752 Vehicle 0 SENDING ACK to 2
6.347871305479 Vehicle 3 SENDING HELLO #61 | acked {1,2,3} | pending ACK {0}
6.347968291465 Vehicle 2 RECEIVED HELLO from 3
6.347968291465 Vehicle 2 SENDING ACK to 3
6.347968291484 Vehicle 1 RECEIVED HELLO from 3
6.347968291484 Vehicle 1 SENDING ACK to 3
6.426744807431 Vehicle 1 SENDING HELLO #62 | acked {0,1,3} | pending ACK {2}
6.426841786873 Vehicle 3 RECEIVED HELLO from 1
6.426841786873 Vehicle 3 SENDING ACK to 1
6.426841786909 Vehicle 0 RECEIVED HELLO from 1
6.426841786909 Vehicle 0 SENDING ACK to 1
6.431080055406 Vehicle 0 SENDING HELLO #62 | acked {0,1,2} | pending ACK {3}
6.431177034854 Vehicle 2 RECEIVED HELLO from 0
6.431177034854 Vehicle 2 SENDING ACK to 0
6.431177034884 Vehicle 1 RECEIVED HELLO from 0
6.431177034884 Vehicle 1 SENDING ACK to 0
6.437491901934 Vehicle 2 SENDING HELLO #62 | acked {0,2,3} | pending ACK {1}
6.437588881348 Vehicle 3 RECEIVED HELLO from 2
6.437588881348 Vehicle 3 SENDING ACK to 2
6.437588881382 Vehicle 0 RECEIVED HELLO from 2
6.437588881382 Vehicle 0 SENDING ACK to 2
6.451231544494 Vehicle 3 SENDING HELLO #62 | acked {1,2,3} | pending ACK {0}
6.451328523908 Vehicle 2 RECEIVED HELLO from 3
6.451328523908 Vehicle 2 SENDING ACK to 3
6.451328523936 Vehicle 1 RECEIVED HELLO from 3
6.451328523936 Vehicle 1 SENDING ACK to 3
6.451522503378 Vehicle 3 RECEIVED ACK from 1 | acked {1,2,3} | pending ACK {0}
6.451652503322 Vehicle 3 RECEIVED ACK from 2 | acked {1,2,3} | pending ACK {0}
6.52884750474 Vehicle 1 SENDING HELLO #63 | acked {0,1,3} | pending ACK {2}
6.528944477625 Vehicle 3 RECEIVED HELLO from 1
6.528944477625 Vehicle 3 SENDING ACK to 1
6.528944477658 Vehicle 0 RECEIVED HELLO from 1
6.528944477658 Vehicle 0 SENDING ACK to 1
6.535382811263 Vehicle 0 SENDING HELLO #63 | acked {0,1,2} | pending ACK {3}
6.535479784148 Vehicle 2 RECEIVED HELLO from 0
6.535479784148 Vehicle 2 SENDING ACK to 0
6.535479784181 Vehicle 1 RECEIVED HELLO from 0
6.535479784181 Vehicle 1 SENDING ACK to 0
6.538843541452 Vehicle 2 SENDING HELLO #63 | acked {0,2,3} | pending ACK {1}
6.538940514306 Vehicle 3 RECEIVED HELLO from 2
6.538940514306 Vehicle 3 SENDING ACK to 2
6.538940514337 Vehicle 0 RECEIVED HELLO from 2
6.538940514337 Vehicle 0 SENDING ACK to 2
6.551508416078 Vehicle 3 SENDING HELLO #63 | acked {1,2,3} | pending ACK {0}
6.551605388932 Vehicle 2 RECEIVED HELLO from 3
6.551605388932 Vehicle 2 SENDING ACK to 3
6.551605388963 Vehicle 1 RECEIVED HELLO from 3
6.551605388963 Vehicle 1 SENDING ACK to 3
6.551799361848 Vehicle 3 RECEIVED ACK from 1 | acked {1,2,3} | pending ACK {0}
6.551916361786 Vehicle 3 RECEIVED ACK from 2 | acked {1,2,3} | pending ACK {0}
6.63015809548 Vehicle 1 SENDING HELLO #64 | acked {0,1,3} | pending ACK {2}
6.630255061804 Vehicle 3 RECEIVED HELLO from 1
6.630255061804 Vehicle 3 SENDING ACK to 1
6.630255061815 Vehicle 0 RECEIVED HELLO from 1
6.630255061815 Vehicle 0 SENDING ACK to 1
6.638799217932 Vehicle 0 SENDING HELLO #64 | acked {0,1,2} | pending ACK {3}
6.638896184246 Vehicle 2 RECEIVED HELLO from 0
6.638896184246 Vehicle 2 SENDING ACK to 0
6.638896184267 Vehicle 1 RECEIVED HELLO from 0
6.638896184267 Vehicle 1 SENDING ACK to 0
6.640261135694 Vehicle 2 SENDING HELLO #64 | acked {0,2,3} | pending ACK {1}
6.640358101999 Vehicle 3 RECEIVED HELLO from 2
6.640358101999 Vehicle 3 SENDING ACK to 2
6.640358102008 Vehicle 0 RECEIVED HELLO from 2
6.640358102008 Vehicle 0 SENDING ACK to 2
6.652414170892 Vehicle 3 SENDING HELLO #64 | acked {1,2,3} | pending ACK {0}
6.652511137197 Vehicle 2 RECEIVED HELLO from 3
6.652511137197 Vehicle 2 SENDING ACK to 3
6.652511137216 Vehicle 1 RECEIVED HELLO from 3
6.652511137216 Vehicle 1 SENDING ACK to 3
6.730442335845 Vehicle 1 SENDING HELLO #65 | acked {0,1,3} | pending ACK {2}
6.730539295588 Vehicle 3 RECEIVED HELLO from 1
6.730539295588 Vehicle 3 SENDING ACK to 1
6.730539295603 Vehicle 0 RECEIVED HELLO from 1
6.730539295603 Vehicle 0 SENDING ACK to 1
6.730694255361 Vehicle 1 RECEIVED ACK from 0 | acked {0,1,3} | pending ACK {2}
6.730876255331 Vehicle 1 RECEIVED ACK from 3 | acked {0,1,3} | pending ACK {2}
6.741558248522 Vehicle 2 SENDING HELLO #65 | acked {0,2,3} | pending ACK {1}
6.741655208252 Vehicle 3 RECEIVED HELLO from 2
6.741655208252 Vehicle 3 SENDING ACK to 2
6.741655208266 Vehicle 0 RECEIVED HELLO from 2
6.741655208266 Vehicle 0 SENDING ACK to 2
6.742692694916 Vehicle 0 SENDING HELLO #65 | acked {0,1,2} | pending ACK {3}
6.74278965466 Vehicle 2 RECEIVED HELLO from 0
6.74278965466 Vehicle 2 SENDING ACK to 0
6.742789654674 Vehicle 1 RECEIVED HELLO from 0
6.742789654674 Vehicle 1 SENDING ACK to 0
6.742970614404 Vehicle 0 RECEIVED ACK from 2 | acked {0,1,2} | pending ACK {3}
6.743087614432 Vehicle 0 RECEIVED ACK from 1 | acked {0,1,2} | pending ACK {3}
6.755352169076 Vehicle 3 SENDING HELLO #65 | acked {1,2,3} | pending ACK {0}
6.755449128806 Vehicle 2 RECEIVED HELLO from 3
6.755449128806 Vehicle 2 SENDING ACK to 3
6.755449128819 Vehicle 1 RECEIVED HELLO from 3
6.755449128819 Vehicle 1 SENDING ACK to 3
6.832296599845 Vehicle 1 SENDING HELLO #66 | acked {0,1,3} | pending ACK {2}
6.832393553 Vehicle 3 RECEIVED HELLO from 1
6.832393553 Vehicle 3 SENDING ACK to 1
6.832393553019 Vehicle 0 RECEIVED HELLO from 1
6.832393553019 Vehicle 0 SENDING ACK to 1
6.843857527916 Vehicle 2 SENDING HELLO #66 | acked {0,2,3} | pending ACK {1}
6.843954481075 Vehicle 3 RECEIVED HELLO from 2
6.843954481075 Vehicle 3 SENDING ACK to 2
6.843954481094 Vehicle 0 RECEIVED HELLO from 2
6.843954481094 Vehicle 0 SENDING ACK to 2
6.846691674332 Vehicle 0 SENDING HELLO #66 | acked {0,1,2} | pending ACK {3}
6.846788627506 Vehicle 1 RECEIVED HELLO from 0
6.846788627506 Vehicle 1 SENDING ACK to 0
6.84678862751 Vehicle 2 RECEIVED HELLO from 0
6.84678862751 Vehicle 2 SENDING ACK to 0
6.857946344814 Vehicle 3 SENDING HELLO #66 | acked {1,2,3} | pending ACK {0}
6.858043297969 Vehicle 1 RECEIVED HELLO from 3
6.858043297969 Vehicle 1 SENDING ACK to 3
6.858043297973 Vehicle 2 RECEIVED HELLO from 3
6.858043297973 Vehicle 2 SENDING ACK to 3
6.858211251132 Vehicle 3 RECEIVED ACK from 2 | acked {1,2,3} | pending ACK {0}
6.858341251124 Vehicle 3 RECEIVED ACK from 1 | acked {1,2,3} | pending ACK {0}
6.93518431459 Vehicle 1 SENDING HELLO #67 | acked {0,1,3} | pending ACK {2}
6.935281261185 Vehicle 3 RECEIVED HELLO from 1
6.935281261185 Vehicle 3 SENDING ACK to 1
6.935281261191 Vehicle 0 RECEIVED HELLO from 1
6.935281261191 Vehicle 0 SENDING ACK to 1
6.93548820778 Vehicle 1 RECEIVED ACK from 3 | acked {0,1,3} | pending ACK {2}
6.935605207792 Vehicle 1 RECEIVED ACK from 0 | acked {0,1,3} | pending ACK {2}
6.947085379122 Vehicle 2 SENDING HELLO #67 | acked {0,2,3} | pending ACK {1}
6.947182325713 Vehicle 3 RECEIVED HELLO from 2
6.947182325713 Vehicle 3 SENDING ACK to 2
6.947182325719 Vehicle 0 RECEIVED HELLO from 2
6.947182325719 Vehicle 0 SENDING ACK to 2
